MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA,price_per_sqft,tax_price_ratio,HOA_category
21709966,737000.0,85739,-110.860907,32.553435,0.3,4222.68,2012-01-01,4,4.0,2695.0,4.0,"Dishwasher, Refrigerator, Microwave, Oven",0.0,"Carpet, Ceramic Tile",165.0,273.46938775510205,0.00572955223880597,Medium
21717935,749000.0,85755,-110.95427,32.454825,0.7,7102.84,1999-01-01,3,3.0,3052.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Ceramic Tile, Natural Stone",136.0,245.41284403669724,0.009483097463284379,Medium
21713652,717000.0,85718,-110.881826,32.30008,0.92,5698.32,2008-01-01,4,3.0,3390.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: granite",1.0,"Carpet, Ceramic Tile, Natural Stone",0.0,211.50442477876106,0.00794744769874477,No HOA
21708851,715000.0,85718,-110.921178,32.308537,1.06,5399.3,1960-01-01,4,3.0,3128.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",2.0,"Carpet, Ceramic Tile, Mexican Tile",4.0,228.58056265984655,0.007551468531468532,Low
21722591,710000.0,85755,-110.968961,32.460766,0.94,11102.34,1999-01-01,3,4.0,3805.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Countertops: granite",2.0,Natural Stone,124.0,186.59658344283838,0.015637098591549298,Medium
21803184,720000.0,85718,-110.898034,32.32208,0.51,6716.32,2001-01-01,4,3.0,3052.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Wall, Oven: Wall",1.0,"Carpet, Natural Stone, Wood",80.0,235.91087811271296,0.009328222222222222,Low
21802590,735000.0,85718,-110.938806,32.295003,1.62,7286.44,2001-01-01,4,4.0,3839.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: granite, Microwave: ., Oven: .",1.0,Concrete,4.16,191.45610836155248,0.00991352380952381,Low
21817409,725000.0,85750,-110.844495,32.291938,0.47,5802.93,2001-01-01,3,3.0,3289.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-in, Oven: Built-in",1.0,"Carpet, Ceramic Tile, Other: Porcelain",101.0,220.4317421708726,0.008004041379310345,Medium
21810735,690000.0,85718,-110.906489,32.322273,0.49,7363.0,1986-01-01,4,3.0,4518.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: built in, Oven: Double",3.0,"Carpet, Ceramic Tile",135.0,152.72244355909694,0.010671014492753624,Medium
21817650,735000.0,85750,-110.872765,32.33112,0.5,6464.99,1983-01-01,5,4.0,3335.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Microwave: -",2.0,Other: travertine,240.0,220.38980509745127,0.008795904761904762,Medium
21816430,740000.0,85704,-110.983407,32.371283,3.28,5942.74,1986-01-01,3,3.0,3047.0,2.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: granite, Microwave: stainless, Oven: stainless",1.0,Concrete,4.0,242.86183130948473,0.00803072972972973,Low
3059493,705000.0,85614,-110.960333,31.854886,1.06,6628.17,2007-01-01,5,4.0,3716.3668284789646,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Prep Sink, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Drawer",2.0,"Ceramic Tile, Wood, Other: Travertine Accents",16.66,189.70140261652872,0.009401659574468086,Low
21911135,715000.0,85658,-111.053535,32.418971,0.46,1718.61,2018-01-01,3,4.0,2850.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz",1.0,Concrete,30.0,250.87719298245614,0.0024036503496503497,Low
21828508,733000.0,85745,-111.036329,32.213306,0.64,1326.09,2018-01-01,3,4.0,3057.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Appliance Color: Stainless, Microwave: GE, Oven: Double",0.0,Concrete,66.0,239.77755969905135,0.0018091268758526602,Low
21915222,742000.0,85750,-110.852658,32.311211,0.89,6758.73,1989-01-01,4,4.0,3669.0,3.0,"Compactor, Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Double",2.0,"Carpet, Ceramic Tile, Natural Stone",44.0,202.2349414009267,0.009108800539083558,Low
21903157,723000.0,85743,-111.116415,32.337007,3.31,6649.79,2017-01-01,4,4.0,3690.0,3.0,"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Other, Countertops: Grantie/Steel, Microwave: Microwave, Oven: 3",1.0,Concrete,0.0,195.9349593495935,0.00919749654218534,No HOA
21225380,660000.0,85755,-111.02785,32.431596,3.3,5822.0,1999-01-01,5,3.0,3622.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete",0.0,182.21976808393154,0.00882121212121212,No HOA
21814085,735000.0,85623,-110.92367,32.581197,0.27,3388.7,2013-01-01,3,4.0,2921.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: GE Monogram, Oven: GE Monogram",0.0,"Carpet, Ceramic Tile",194.51,251.6261554262239,0.00461047619047619,Medium
21719208,748401.0,85658,-111.059757,32.440344,3.33,2580.59,2017-01-01,3,2.0,2713.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Other",58.0,275.8573534832289,0.003448138097089662,Low
21613731,725000.0,85658,-111.086636,32.459176,0.85,9025.43,2004-01-01,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator",2.0,"Carpet, Concrete, Wood",63.0,204.74442247952555,0.012448868965517243,Low
21727585,735000.0,85718,-110.932188,32.327014,1.02,7119.28,1978-01-01,5,4.0,4027.0,2.0,"Desk, Dishwasher, Electric Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Microwave: Over Range, Oven: Double",2.0,"Ceramic Tile, Mexican Tile",8.0,182.5180034765334,0.009686095238095238,Low
21200494,737000.0,85718,-110.92919,32.304348,1.6,4270.0,1945-01-01,3,3.0,4395.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete, Wood",0.0,167.6905574516496,0.005793758480325644,No HOA
21822671,735000.0,85658,-111.08954,32.460326,0.77,9357.7,2005-01-01,4,4.0,3541.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Quartz, Microwave: Built In, Oven: Double",2.0,"Carpet, Ceramic Tile",97.66,207.56848347924316,0.012731564625850341,Low
21311893,747000.0,85718,-110.897692,32.318852,0.47,5627.0,2002-01-01,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",80.0,210.95735667890426,0.007532797858099063,Low
21331522,695000.0,85718,-110.93347,32.2958,1.19,6479.0,2000-01-01,4,4.0,3355.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Mexican Tile, Natural Stone",0.0,207.15350223546946,0.009322302158273382,No HOA
21508486,694500.0,85716,-110.92346,32.226252,0.52,6570.97,1966-01-01,5,4.0,3788.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile, Mexican Tile, Wood, Other",0.0,183.34213305174234,0.009461439884809216,No HOA
21500374,742000.0,85718,-110.903277,32.334919,1.08,4526.0,1976-01-01,4,4.0,3676.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",0.0,201.84983677910773,0.006099730458221024,No HOA
21513897,700000.0,85748,-110.745117,32.218041,3.5,6211.87,2008-01-01,5,4.0,4826.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,Other,0.0,145.04765851636967,0.0088741,No HOA
21608010,700000.0,85719,-110.939742,32.228872,0.3,6123.0,1937-01-01,3,3.0,2999.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Concrete, Wood",0.0,233.4111370456819,0.008747142857142858,No HOA
21125400,730000.0,85716,-110.912548,32.225411,0.5,2451.0,1935-01-01,3,3.0,2785.0,2.0,"Dishwasher, Garbage Disposal",6.0,Wood,0.0,262.1184919210054,0.0033575342465753423,No HOA
21332435,740000.0,85737,-110.969576,32.405869,0.37,5841.89,2004-01-01,4,3.0,3420.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",50.0,216.37426900584796,0.007894445945945947,Low
21719014,725000.0,85718,-110.936514,32.331873,1.03,5754.89,1980-01-01,4,3.0,3079.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Concrete, Mexican Tile",0.0,235.4660604092238,0.007937779310344829,No HOA
21802823,715000.0,85742,-111.082247,32.392277,3.38,8027.51,2007-01-01,4,4.0,4014.0,8.0,"Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Missing: -, Microwave: -",2.0,"Carpet, Natural Stone, Wood",0.0,178.12655705032387,0.011227286713286714,No HOA
21805575,740000.0,85755,-110.952635,32.455938,0.99,8010.39,2001-01-01,3,3.0,3161.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Black, Countertops: Granite, Microwave: -, Oven: Double",3.0,"Carpet, Ceramic Tile",71.0,234.1031319202784,0.010824851351351352,Low
21704944,758663.91,85658,-111.096726,32.441422,2.8,2017.38,2017-01-01,4,4.0,2756.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz",1.0,"Carpet, Natural Stone",100.0,275.27718069666184,0.0026591221401318535,Low
21808742,730000.0,85749,-110.795082,32.289098,0.56,3658.0,1979-01-01,5,4.0,4267.0,3.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Butler, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite, Microwave: yes, Oven: yes",1.0,Other: Luxury Vinyl,0.0,171.08038434497306,0.005010958904109589,No HOA
21816782,720000.0,85742,-111.030665,32.354452,0.81,8836.28,1980-01-01,3,3.0,3766.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite, Microwave: Black",2.0,"Carpet, Ceramic Tile",64.0,191.18428040361127,0.012272611111111113,Low
21824219,725000.0,85718,-110.94364,32.32797,0.82,7217.47,1999-01-01,5,4.0,4474.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Oven: Double Ovens",1.0,"Carpet, Ceramic Tile, Wood",39.59,162.04738489047833,0.00995513103448276,Low
21830745,710000.0,85737,-110.97107,32.398415,0.9,5574.18,2005-01-01,4,3.0,3142.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Stainless Steel",2.0,"Carpet, Ceramic Tile, Wood",0.0,225.97071928707828,0.007850957746478874,No HOA
21902353,728400.0,85755,-110.985712,32.467526,0.02,1644.23,2019-01-01,3,3.0,1942.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Wet Bar, Appliance Color: Stainless, Microwave: Bosch, Oven: Bosch",1.0,"Carpet, Ceramic Tile",213.0,375.07723995880536,0.002257317408017573,Medium
21910302,710000.0,85745,-111.097204,32.242109,1.61,7576.15,1982-01-01,4,4.0,4300.0,2.0,"Electric Range, Island, Countertops: Quartz",2.0,"Carpet, Ceramic Tile, Wood",50.0,165.11627906976744,0.0106706338028169,Low
21912904,750000.0,85745,-111.038283,32.197544,1.0,5734.96,2008-01-01,3,3.0,3391.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: granite, Microwave: built-in, Oven: double",1.0,Natural Stone,0.0,221.17369507519905,0.007646613333333333,No HOA
21823583,701000.0,85745,-111.037905,32.199444,0.57,1329.21,2017-01-01,3,4.0,3098.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless",2.0,"Carpet, Ceramic Tile",58.36,226.2750161394448,0.0018961626248216834,Low
21823218,735000.0,85750,-110.845884,32.323828,0.63,9349.34,1994-01-01,4,4.0,3777.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Appliance Color: White, Countertops: granite",1.0,"Carpet, Ceramic Tile",142.0,194.59888800635426,0.012720190476190477,Medium
21408296,698000.0,85718,-110.924271,32.299585,2.27,7397.0,1971-01-01,4,3.0,3930.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Carpet, Concrete, Mexican Tile, Wood, Other",0.0,177.60814249363867,0.010597421203438396,No HOA
21433405,688000.0,85748,-110.745104,32.218056,3.5,6173.0,2008-01-01,5,4.0,4826.0,3.0,"Dishwasher, Garbage Disposal, Oven",2.0,Other,0.0,142.5611272275176,0.008972383720930233,No HOA
21500881,740000.0,85739,-110.857365,32.548989,0.31,5708.06,2004-01-01,3,4.0,2928.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile, Wood",156.0,252.73224043715848,0.007713594594594595,Medium
21505069,720000.0,85718,-110.913684,32.283493,0.85,6780.0,1999-01-01,4,3.0,3246.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile",30.0,221.81146025878004,0.009416666666666667,Low
21615665,740000.0,85715,-110.856913,32.257323,0.8,7676.62,1960-01-01,5,5.0,4835.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",48.0,153.0506721820062,0.010373810810810812,Low
21626575,700000.0,85716,-110.931303,32.230226,0.23,6996.0,1928-01-01,4,5.0,3360.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",1.0,"Ceramic Tile, Mexican Tile, Wood",0.0,208.33333333333334,0.009994285714285714,No HOA
21726086,740000.0,85750,-110.836644,32.318244,0.48,9499.38,1988-01-01,3,4.0,3502.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: GRANITE",3.0,"Carpet, Ceramic Tile",116.0,211.30782410051398,0.012837,Medium
21909170,725000.0,85745,-111.040022,32.219797,0.6,7199.94,2007-01-01,4,4.0,3519.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",3.0,"Carpet, Other: Travertine",30.0,206.02443876101165,0.00993095172413793,Low
21906420,735000.0,85755,-110.989891,32.428583,0.83,6995.78,2001-01-01,4,3.0,3228.0,3.0,"Dishwasher, Garbage Disposal, Microwave: In Kitchen, Oven: In Kitchen",2.0,"Carpet, Other: Travertine",18.0,227.69516728624535,0.009518068027210884,Low
21805447,705000.0,85718,-110.895483,32.333796,1.06,3214.99,1978-01-01,3,3.0,2665.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave: Buyer Verify, Oven: Buyer Verify",1.0,"Carpet, Natural Stone",6.0,264.5403377110694,0.004560269503546099,Low
21626690,739900.0,85750,-110.859871,32.285333,0.9,2182.84,2015-01-01,4,3.0,3060.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",40.0,241.79738562091504,0.002950182457088796,Low
21428288,739900.0,85750,-110.860677,32.285288,0.97,698.76,2014-01-01,5,4.0,3612.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",50.0,204.84496124031008,0.0009443978916069739,Low
21618985,720000.0,85718,-110.910188,32.321463,0.11,4413.52,1996-01-01,3,3.0,3359.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Other,175.0,214.3495087823757,0.00612988888888889,Medium
21604527,730000.0,85755,-110.976871,32.435876,0.5,7310.44,2006-01-01,3,4.0,3505.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Other",103.0,208.27389443651927,0.010014301369863013,Medium
21710025,670000.0,85712,-110.886569,32.263564,0.39,6955.0,2003-01-01,4,4.0,3192.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless",1.0,Ceramic Tile,184.0,209.8997493734336,0.010380597014925374,Medium
21709254,725000.0,85749,-110.791487,32.281667,0.65,758.34,2016-01-01,4,4.0,3798.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator",0.0,"Carpet, Ceramic Tile",65.0,190.8899420747762,0.0010459862068965518,Low
21911444,739900.0,85718,-110.910188,32.321464,0.11,5050.78,1996-01-01,3,3.0,3359.0,2.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Limestone, Oven: Wolf Brand",1.0,"Carpet, Other: Travertine",0.0,220.2738910389997,0.006826300851466414,No HOA
21415696,720000.0,85749,-110.806144,32.265074,0.88,7079.0,2005-01-01,4,3.0,3750.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",42.0,192.0,0.009831944444444445,Low
21728173,705000.0,85750,-110.863288,32.271489,0.48,4681.0,1990-01-01,4,3.0,3397.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: granite",3.0,"Carpet, Mexican Tile, Wood",95.0,207.5360612304975,0.006639716312056738,Low
21825813,735511.0,85743,-111.12493,32.340593,3.31,6542.9,2007-01-01,4,4.0,3452.0,4.0,"Dishwasher, Garbage Disposal, Pantry: Walk-In, Refrigerator, Warming Drawer, Countertops: granite, Microwave: -, Oven: -",2.0,"Carpet, Concrete, Wood",26.0,213.0680764774044,0.008895720118393877,Low
21406143,686900.0,85718,-110.898106,32.319958,0.44,5577.0,2001-01-01,4,4.0,3541.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",80.0,193.98475007060154,0.008119085747561509,Low
21407093,735000.0,85755,-110.981726,32.427095,0.99,6424.0,1999-01-01,4,4.0,3461.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",3.0,"Carpet, Natural Stone",73.0,212.36636810170472,0.008740136054421768,Low
21425751,700000.0,85737,-110.950139,32.410569,1.97,5925.35,1996-01-01,4,3.0,3289.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Natural Stone,67.0,212.8306476132563,0.008464785714285715,Low
21502236,694000.0,85750,-110.863983,32.283371,0.89,5823.21,1988-01-01,4,4.0,4057.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",0.0,171.0623613507518,0.008390792507204611,No HOA
21606340,735000.0,85718,-110.957059,32.317214,0.77,6549.0,1990-01-01,4,4.0,3537.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",5.0,207.80322307039864,0.008910204081632653,Low
21633357,715000.0,85755,-110.967584,32.461453,0.88,7247.59,1996-01-01,3,4.0,3164.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Wood",124.0,225.97977243994944,0.01013648951048951,Medium
21625748,707000.0,85718,-110.958963,32.333061,0.85,6654.49,2004-01-01,5,4.0,3858.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",0.0,183.25557283566616,0.009412291371994341,No HOA
21201002,680000.0,85749,-110.737089,32.296177,3.31,5239.0,2000-01-01,4,3.0,3710.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",0.0,183.28840970350404,0.007704411764705882,No HOA
21212222,700000.0,85718,-110.922752,32.29364,1.0,8273.0,2002-01-01,4,4.0,4017.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile",145.0,174.25939756036843,0.011818571428571428,Medium
21128205,675000.0,85715,-110.857814,32.258101,0.8,8240.01,1996-01-01,5,4.0,3648.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",79.0,185.0328947368421,0.012207422222222222,Low
21210824,728000.0,85742,-111.02752,32.400357,3.33,7951.07,2001-01-01,5,5.0,3512.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Mexican Tile,0.0,207.28929384965832,0.01092179945054945,No HOA
21300533,730000.0,85750,-110.84772,32.298167,1.01,5420.0,2002-01-01,5,4.0,3889.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",0.0,187.70892260221137,0.007424657534246575,No HOA
21714785,645000.0,85718,-110.882292,32.331215,0.96,4996.71,1963-01-01,4,5.0,3068.0,0.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: White",3.0,"Carpet, Ceramic Tile, Natural Stone, Vinyl",258.0,210.23468057366364,0.007746837209302326,Medium
21711556,710000.0,85737,-110.967763,32.407756,0.44,6769.09,2006-01-01,4,3.0,3420.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Wood, Other",67.0,207.60233918128654,0.00953392957746479,Low
21731219,720000.0,85718,-110.904878,32.320413,0.44,6062.31,1987-01-01,3,4.0,2939.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless",2.0,"Natural Stone, Wood",135.0,244.9812861517523,0.008419875,Medium
21802406,695000.0,85718,-110.881862,32.303565,1.43,3729.7,1972-01-01,3,4.0,3342.0,2.0,"Dishwasher, Double Sink, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite, Microwave: Drawer, Oven: Double",2.0,"Natural Stone, Wood",0.0,207.95930580490725,0.005366474820143885,No HOA
21818659,732000.0,85716,-110.933187,32.230221,0.31,3316.68,1945-01-01,4,3.0,2548.0,0.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: composite, Microwave: ., Oven: .",1.0,Concrete,0.0,287.2841444270016,0.004530983606557377,No HOA
21824127,680000.0,85750,-110.869441,32.323239,0.51,8919.16,1997-01-01,4,4.0,3775.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",2.0,"Carpet, Natural Stone",40.78,180.13245033112582,0.013116411764705882,Low
21906483,715000.0,85718,-110.900134,32.319152,0.46,6980.0,2002-01-01,3,3.0,3052.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Corion, Microwave: NEW SS GE PROFILE, Oven: NEW SS GE PROFILE",1.0,"Carpet, Ceramic Tile",80.0,234.27260812581915,0.009762237762237762,Low
21908657,700000.0,85718,-110.903188,32.323771,1.06,5801.0,1977-01-01,4,4.0,3366.0,2.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: White, Countertops: Granite, Microwave: Stainless, Oven: Double",2.0,Ceramic Tile,0.0,207.961972667855,0.008287142857142858,No HOA
21908233,727000.0,85712,-110.885123,32.264024,0.42,6925.87,2002-01-01,4,4.0,3077.0,2.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Black, Countertops: Granite Tile, Microwave: Built in, Oven: Built in",1.0,"Carpet, Ceramic Tile, Concrete, Natural Stone",198.0,236.2690932726682,0.009526643741403025,Medium
21910151,718000.0,85718,-110.944157,32.303744,0.81,4531.0,1971-01-01,4,3.0,2767.0,2.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless",1.0,"Ceramic Tile, Laminate",8.0,259.4868088182147,0.0063105849582172704,Low
21501035,679500.0,85755,-110.981763,32.424622,1.32,6353.0,2007-01-01,4,3.0,3309.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Natural Stone,66.0,205.34904805077062,0.009349521707137601,Low
21827708,737485.0,85658,-111.106704,32.4696,0.27,1026.83,2018-01-01,3,3.0,2756.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Countertops: Silestone, Microwave: Built-in SS",0.0,"Ceramic Tile, Other: Throughout home",45.0,267.59252539912916,0.0013923401831901665,Low
21518251,730000.0,85742,-111.030721,32.407991,3.31,2115.2,2014-01-01,4,5.0,4089.0,3.0,"Dishwasher, Garbage Disposal, Oven",1.0,"Carpet, Ceramic Tile, Wood",50.0,178.5277573978968,0.0028975342465753424,Low
21822929,736415.0,85755,-110.991914,32.433649,0.91,2147.95,2018-01-01,3,3.0,2814.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Other: Porcelain Tile",100.0,261.69687277896236,0.0029167656823937587,Low
21429772,680000.0,85718,-110.903193,32.333759,1.06,5538.4,1976-01-01,4,4.0,4634.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Other",0.0,146.741476046612,0.008144705882352941,No HOA
