MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA,price_per_sqft,tax_price_ratio,HOA_category
21827404,925000.0,85739,-110.86344,32.552098,0.29,5365.24,2006-01-01,4,4.0,3844.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: ., Oven: .",2.0,"Carpet, Ceramic Tile",180.0,240.63475546305932,0.0058002594594594595,Medium
21805466,920000.0,85742,-111.073328,32.40955,1.16,6574.74,2010-01-01,4,5.0,5041.0,9.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Cabinet, Refrigerator, Countertops: Quartz Stone",4.0,"Carpet, Ceramic Tile",0.0,182.5034715334259,0.00714645652173913,No HOA
21901496,921500.0,85718,-110.948344,32.343905,1.23,10722.61,2002-01-01,5,5.0,3861.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Granite/Quartz, Oven: Double Ovens",2.0,"Carpet, Other: Travertine",157.33,238.66873866873865,0.011636039066739013,Medium
21900680,900000.0,85719,-110.941211,32.224724,0.2,2623.23,2019-01-01,4,4.0,2832.0,3.0,"Dishwasher, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: thermador, Oven: Blue Star",1.0,"Carpet, Ceramic Tile, Wood",0.0,317.79661016949154,0.0029147,No HOA
21830888,915000.0,85658,-111.062879,32.436711,0.85,13098.11,2007-01-01,4,4.0,4315.0,3.0,"Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Microwave: Built in, Oven: Double",3.0,"Carpet, Other: Brick Pavers",150.0,212.05098493626883,0.014314874316939891,Medium
21915587,940000.0,85718,-110.941911,32.341037,0.99,9086.02,2001-01-01,3,3.0,3236.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Double/Convection",2.0,"Carpet, Natural Stone",175.0,290.4820766378245,0.009665978723404255,Medium
21222990,971976.0,85658,-111.094156,32.471469,0.22,657.44,2013-01-01,2,3.0,2329.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,"Carpet, Natural Stone",550.0,417.3361957921855,0.0006763953019416118,High
21731920,900000.0,85737,-110.945877,32.388165,2.16,10147.01,1997-01-01,3,5.0,3972.0,3.0,"Compactor, Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Wet Bar, Appliance Color: Almond, Countertops: TILE, Microwave: MICROWAVE",4.0,"Carpet, Ceramic Tile",131.0,226.58610271903322,0.011274455555555556,Medium
21330637,925000.0,85749,-110.764689,32.29909,3.3,8724.0,2007-01-01,3,4.0,3845.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,Mexican Tile,119.0,240.57217165149544,0.009431351351351352,Medium
21304925,910000.0,85718,-110.921286,32.292974,1.09,8462.18,2000-01-01,5,4.0,4370.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",150.0,208.23798627002287,0.0092990989010989,Medium
21809784,941965.0,85715,-110.859109,32.257678,0.67,12125.0,1977-01-01,5,6.0,5703.0,3.5,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Grantite & Quartz, Microwave: Stainless, Oven: Stainless",1.0,"Carpet, Natural Stone, Wood",60.0,165.1700859196914,0.0128720281539123,Low
21331323,908000.0,85718,-110.923066,32.297897,1.21,7830.71,1998-01-01,5,4.0,4183.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",145.0,217.06908917045183,0.008624129955947137,Medium
21425220,920000.0,85658,-111.050768,32.480412,2.42,18610.0,2003-01-01,5,4.0,4618.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile",143.0,199.2204417496752,0.020228260869565216,Medium
21506414,937500.0,85718,-110.905152,32.319938,0.57,6702.0,1996-01-01,4,4.0,4448.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,Natural Stone,95.0,210.76888489208633,0.0071488,Low
21213261,950000.0,85750,-110.84858,32.29572,1.0,7983.67,2009-01-01,4,6.0,4026.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Concrete",0.0,235.96621957277694,0.008403863157894736,No HOA
21727322,935000.0,85750,-110.834754,32.316856,1.01,9758.76,2007-01-01,4,5.0,4368.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Granite",3.0,Concrete,17.0,214.05677655677655,0.010437176470588236,Low
21329783,945000.0,85718,-110.892228,32.33261,1.04,7161.85,1996-01-01,4,6.0,4901.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",0.0,192.8177922872883,0.007578677248677249,No HOA
21730801,950795.0,85719,-110.938701,32.243375,0.2,0.0,2018-01-01,3,3.0,2580.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite or Quartz",1.0,"Carpet, Wood, Other: Porcelain/Engineered",125.0,368.5251937984496,0.0,Medium
21906714,915000.0,85749,-110.734687,32.257852,0.87,1151.21,2019-01-01,4,4.0,4080.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: quartz, Oven: professional 48''",1.0,"Carpet, Ceramic Tile, Natural Stone",125.0,224.26470588235293,0.001258153005464481,Medium
21500471,959900.0,85755,-110.968966,32.459969,1.03,7573.21,2006-01-01,4,4.0,3255.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Natural Stone,100.0,294.900153609831,0.00788958224815085,Low
21905646,925000.0,85718,-110.878975,32.303759,1.78,9456.7,2000-01-01,5,4.0,4342.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Gas/Wall",2.0,"Carpet, Ceramic Tile, Concrete",0.0,213.0354675264855,0.01022345945945946,No HOA
21705098,910000.0,85737,-110.942716,32.399695,0.82,7218.0,2002-01-01,3,3.0,3258.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",76.0,279.31246163290365,0.007931868131868133,Low
21815448,960000.0,85718,-110.936262,32.29618,2.0,5243.0,1938-01-01,3,4.0,3337.0,0.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Marble, Microwave: Built In, Oven: Built In",2.0,"Carpet, Concrete, Other: Brick",4.16,287.6835480970932,0.005461458333333333,Low
21827274,915000.0,85755,-110.954613,32.453832,0.98,9823.11,2000-01-01,3,4.0,3669.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Conventional, Oven: Double",4.0,"Carpet, Ceramic Tile, Natural Stone",70.0,249.38675388389206,0.010735639344262296,Low
21709470,920000.0,85750,-110.858539,32.321176,0.76,12869.23,1999-01-01,7,5.0,6192.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Ceramic Tile",516.0,148.57881136950905,0.013988293478260869,High
21727734,900000.0,85750,-110.8453,32.325722,0.42,8845.35,2000-01-01,4,4.0,3527.0,3.0,"Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: double",2.0,"Carpet, Natural Stone, Wood",141.66,255.17436915225403,0.009828166666666667,Medium
21323816,850000.0,85718,-110.876325,32.329797,1.35,7700.0,1970-01-01,4,5.0,5708.0,3.0,"Dishwasher, Garbage Disposal, Oven",5.0,"Carpet, Ceramic Tile, Wood",145.0,148.91380518570426,0.009058823529411765,Medium
21415136,895000.0,85718,-110.907494,32.285755,3.36,4585.0,1950-01-01,4,5.0,4223.0,0.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",2.0,"Concrete, Mexican Tile",5.0,211.93464361828083,0.005122905027932961,Low
21527291,867500.0,85718,-110.917755,32.309645,1.21,8951.7,1996-01-01,5,5.0,4527.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Wood",195.0,191.628009719461,0.010318962536023055,Medium
21700973,875000.0,85716,-110.92431,32.223191,0.5,6334.29,1955-01-01,4,5.0,4610.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Wood, Other",0.0,189.80477223427332,0.007239188571428572,No HOA
21705035,888000.0,85718,-110.908471,32.316516,0.3,7634.0,1993-01-01,5,3.0,3348.0,4.0,"Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Other",343.0,265.23297491039426,0.008596846846846846,High
21103674,867500.0,85716,-110.922043,32.222384,0.46,10050.0,1996-01-01,4,5.0,4343.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Wood, Other",0.0,199.7467188579323,0.011585014409221902,No HOA
21211573,950000.0,85755,-110.9632,32.46723,1.17,12602.0,2006-01-01,4,5.0,4003.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",170.0,237.32200849362977,0.013265263157894737,Medium
21104864,925000.0,85750,-110.860347,32.327284,1.0,6455.1,2000-01-01,4,4.0,3460.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Concrete,33.0,267.34104046242777,0.006978486486486487,Low
21124461,807000.0,85718,-110.916534,32.298518,1.54,5109.44,1983-01-01,3,3.0,3555.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Mexican Tile, Natural Stone",194.0,227.0042194092827,0.006331400247831474,Medium
21300214,845000.0,85755,-110.990511,32.465389,0.96,12643.0,2006-01-01,3,4.0,3738.0,2.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Ceramic Tile",153.0,226.05671482075977,0.014962130177514793,Medium
21301847,870000.0,85718,-110.909892,32.300589,1.3,8559.0,1993-01-01,5,7.0,5520.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",216.0,157.6086956521739,0.009837931034482758,Medium
21710254,920000.0,85737,-110.947919,32.384054,1.02,8958.21,1992-01-01,4,3.0,3681.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",2.0,"Carpet, Mexican Tile",72.0,249.93208367291496,0.009737184782608694,Low
21628270,920000.0,85749,-110.765763,32.30012,3.35,9738.71,2008-01-01,4,4.0,4365.0,4.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3.0,Concrete,126.0,210.76746849942725,0.010585554347826086,Medium
21722007,920000.0,85737,-110.963003,32.40871,1.04,10237.71,2014-01-01,4,3.0,3563.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile, Natural Stone",0.0,258.2093741229301,0.011127945652173912,No HOA
21711238,905000.0,85718,-110.915515,32.288808,1.9,7906.9,1998-01-01,4,4.0,3389.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",5.0,Mexican Tile,194.0,267.0404249041015,0.008736906077348066,Medium
21721917,889000.0,85718,-110.923707,32.297185,1.14,10456.28,1999-01-01,5,4.0,4483.0,3.0,"Desk, Dishwasher, Freezer, Gas Range, Island, Refrigerator, Countertops: Granite, Oven: Double",3.0,"Carpet, Concrete",146.0,198.30470666964086,0.011761844769403826,Medium
21801043,859000.0,85718,-110.938093,32.296109,0.86,10446.22,2005-01-01,4,5.0,4117.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Prep Sink, Refrigerator, Appliance Color: Stainless",3.0,"Carpet, Natural Stone",0.0,208.64707311148894,0.012160908032596042,No HOA
21801429,885000.0,85718,-110.9,32.318407,0.54,8584.01,2002-01-01,4,4.0,4446.0,4.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless",1.0,"Ceramic Tile, Natural Stone",80.0,199.055330634278,0.009699446327683617,Low
21827980,900000.0,85739,-110.860677,32.541891,0.3,6424.16,2007-01-01,3,4.0,3658.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Quartz, Microwave: -, Oven: -",2.0,"Carpet, Ceramic Tile, Laminate, Natural Stone",170.0,246.03608529250957,0.007137955555555555,Medium
21825978,935000.0,85737,-110.944672,32.386411,1.96,11602.84,1999-01-01,3,4.0,3623.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Dacor, Oven: Double Oven",4.0,"Carpet, Natural Stone",64.0,258.07341981783054,0.012409454545454546,Low
21831619,950000.0,85750,-110.838669,32.316325,0.0,8847.77,1993-01-01,3,3.0,2972.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Quartz,Quartzite, Microwave: Viking, Oven: Viking",2.0,"Carpet, Other: Porcelain Tile",142.0,319.650067294751,0.00931344210526316,Medium
21901558,895000.0,85745,-111.093793,32.300928,3.36,7904.43,2000-01-01,5,5.0,4518.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartzite, Microwave: built-in, Oven: SS",3.0,Mexican Tile,0.0,198.09650287737938,0.008831765363128493,No HOA
21905854,915000.0,85750,-110.859326,32.330391,2.04,8721.0,1993-01-01,4,4.0,4222.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Countertops: Quartz, Microwave: Microwave, Oven: OVen",0.0,Wood,247.0,216.72193273330174,0.009531147540983607,Medium
21825103,915000.0,85739,-110.860908,32.531198,1.33,4018.88,2005-01-01,3,3.0,3549.0,5.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Caesar Stone, Microwave: Advantium Speed, Oven: Convection",1.0,"Carpet, Natural Stone",199.0,257.81910397295013,0.004392218579234973,Medium
21917718,950000.0,85712,-110.894127,32.238608,0.49,2623.23,1953-01-01,18,14.0,2850.0,0.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0.0,Carpet,0.0,333.3333333333333,0.002761294736842105,No HOA
21904467,950000.0,85749,-110.702877,32.271099,3.0,8561.0,1999-01-01,5,4.0,4948.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Ceasarstone, Microwave: Stainless, Oven: Stainless",4.0,Mexican Tile,187.0,191.9967663702506,0.00901157894736842,Medium
21508312,900000.0,85745,-111.042229,32.217472,0.59,6811.48,1997-01-01,3,5.0,4900.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",41.0,183.6734693877551,0.00756831111111111,Low
21624801,1025000.0,85750,-110.837141,32.327427,2.6,27310.13,1993-01-01,7,5.0,8511.0,4.0,"Dishwasher, Refrigerator, Oven",3.0,"Carpet, Natural Stone, Wood",425.0,120.43238162378098,0.026644029268292683,High
21915804,928000.0,85715,-110.862148,32.263665,0.47,8626.24,2002-01-01,5,5.0,4578.0,2.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Built in, Oven: Double",4.0,"Ceramic Tile, Laminate, Wood",64.0,202.70860637833115,0.00929551724137931,Low
21606666,922000.0,85718,-110.925584,32.304243,1.17,9861.85,2008-01-01,4,4.0,4200.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Wood",5.0,219.52380952380952,0.010696149674620391,Low
21410636,875000.0,85750,-110.85547,32.324014,0.87,8594.55,1996-01-01,5,4.0,4113.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",167.0,212.74009238998298,0.009822342857142856,Medium
21601589,925000.0,85718,-110.941081,32.309435,1.13,7045.0,2003-01-01,5,4.0,4890.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Concrete",4.0,189.16155419222903,0.007616216216216216,Low
21630535,885000.0,85750,-110.836231,32.318266,0.53,10543.11,1991-01-01,4,4.0,3814.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Ceramic Tile, Wood",135.0,232.0398531725223,0.011913118644067798,Medium
21121770,830000.0,85716,-110.920837,32.224417,0.54,3023.0,1947-01-01,5,5.0,5716.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Mexican Tile, Wood",0.0,145.20643806857942,0.003642168674698795,No HOA
21128309,943500.0,85718,-110.915611,32.305543,1.0,7234.81,1992-01-01,4,5.0,3721.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Other",0.0,253.56087073367374,0.007668055113937467,No HOA
21314368,940000.0,85750,-110.818426,32.265015,1.4,12823.0,2001-01-01,5,5.0,5598.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Concrete, Wood",142.0,167.91711325473383,0.013641489361702128,Medium
21227693,888000.0,85750,-110.843569,32.303489,0.84,8620.5,2005-01-01,4,4.0,3959.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",40.0,224.29906542056074,0.00970777027027027,Low
21309609,930000.0,85749,-110.77578,32.307457,1.06,7719.0,2004-01-01,3,3.0,3018.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",120.0,308.1510934393638,0.0083,Medium
21323773,925000.0,85750,-110.83367,32.323231,0.41,7619.0,1993-01-01,4,4.0,3943.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile, Natural Stone",123.0,234.5929495308141,0.008236756756756758,Medium
21329471,925000.0,85750,-110.826711,32.314752,0.82,6055.0,1998-01-01,4,4.0,4427.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Mexican Tile, Natural Stone",0.0,208.9451095550034,0.006545945945945946,No HOA
21706736,925000.0,85755,-110.973705,32.457334,0.57,10079.85,2015-01-01,3,3.0,2880.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",0.0,"Carpet, Ceramic Tile",194.0,321.18055555555554,0.010897135135135136,Medium
21707763,880700.0,85750,-110.861483,32.324523,0.27,10902.19,2008-01-01,5,4.0,4387.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Ceramic Tile, Wood",43.0,200.75222247549578,0.012379005336664018,Low
21719065,850000.0,85718,-110.904422,32.317174,0.69,8877.01,1996-01-01,4,4.0,4839.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator",2.0,"Carpet, Concrete, Wood",135.0,175.65612729902873,0.010443541176470589,Medium
21804346,905000.0,85718,-110.909017,32.304177,3.53,8877.53,1986-01-01,3,4.0,4110.0,2.0,"Dishwasher, Electric Range, Freezer, Garbage Disposal, Lazy Susan, Pantry: Closet, Refrigerator, Wet Bar, Microwave: oven, Oven: oven",2.0,"Carpet, Ceramic Tile",193.5,220.19464720194648,0.009809425414364642,Medium
21800126,915000.0,85749,-110.733877,32.256968,1.38,1151.21,2017-01-01,4,5.0,4559.0,3.0,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Other: Porcelain",125.0,200.7019083132266,0.001258153005464481,Medium
21730367,940000.0,85739,-110.860218,32.547756,0.35,5892.94,2006-01-01,3,4.0,3700.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Warming Drawer, Countertops: Granite, Microwave: included, Oven: included",1.0,Ceramic Tile,180.0,254.05405405405406,0.006269085106382979,Medium
21913532,887000.0,85745,-111.053151,32.234493,2.25,4366.91,2001-01-01,3,2.0,2825.0,0.0,"Dishwasher, Electric Range, Garbage Disposal, Pantry: Cabinet, Refrigerator, Countertops: caesarstone",1.0,Concrete,0.0,313.98230088495575,0.004923235625704622,No HOA
21707497,925000.0,85750,-110.860361,32.327289,1.01,8266.15,2000-01-01,4,4.0,3460.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,Concrete,516.0,267.34104046242777,0.008936378378378377,High
21606060,923000.0,85750,-110.871711,32.326181,0.84,9556.07,1988-01-01,4,6.0,5513.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave",3.0,"Carpet, Ceramic Tile, Natural Stone",25.0,167.42245601306004,0.010353271939328277,Low
21329174,890000.0,85718,-110.878203,32.304568,2.05,4790.0,1972-01-01,4,4.0,3715.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",2.0,"Carpet, Mexican Tile, Natural Stone",0.0,239.5693135935397,0.005382022471910113,No HOA
21426494,912500.0,85718,-110.925262,32.297893,1.4,7916.2,2003-01-01,4,4.0,4435.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",0.0,205.74971815107102,0.008675287671232877,No HOA
21625668,911000.0,85718,-110.940295,32.328057,1.82,8615.0,2007-01-01,5,4.0,3715.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Concrete",9.0,245.2220726783311,0.009456641053787048,Low
21422740,820000.0,85704,-110.961438,32.365282,0.79,10010.57,2004-01-01,4,5.0,5485.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone",0.0,149.4986326344576,0.01220801219512195,No HOA
21614723,900000.0,85749,-110.69996,32.267049,3.28,5567.0,1992-01-01,4,4.0,2990.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Ceramic Tile",180.0,301.0033444816053,0.006185555555555555,Medium
21224893,1000000.0,85749,-110.736241,32.258951,1.52,794.01,2012-01-01,5,5.0,5000.0,3.0,"Refrigerator, Microwave, Oven",0.0,"Carpet, Natural Stone",0.0,200.0,0.0007940099999999999,No HOA
21702104,920000.0,85641,-110.658439,32.09767,3.03,9825.01,2007-01-01,3,5.0,4287.0,3.0,"Dishwasher, Refrigerator, Oven",1.0,"Carpet, Concrete, Wood",75.0,214.6022859808724,0.010679358695652175,Low
21903778,945000.0,85718,-110.87815,32.305977,0.81,2586.0,2018-01-01,4,4.0,3382.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Qortstone Quartz, Microwave: KitchenAid, Oven: Kitchen Aid",1.0,"Carpet, Ceramic Tile",0.0,279.4204612655234,0.0027365079365079363,No HOA
21908467,897176.0,85718,-110.937434,32.309846,1.27,7467.32,2014-01-01,4,4.0,3468.0,3.0,"Dishwasher, Garbage Disposal, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Oven, Oven: Stainless",2.0,"Carpet, Natural Stone",0.0,258.7012687427912,0.008323138380875101,No HOA
21503462,890000.0,85755,-110.978364,32.459144,0.78,8707.43,2008-01-01,4,4.0,3206.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,"Carpet, Natural Stone, Wood",166.0,277.6044915782907,0.009783629213483146,Medium
21602395,895000.0,85718,-110.920702,32.29673,1.14,9076.4,1997-01-01,4,6.0,4225.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Ceramic Tile, Natural Stone",146.0,211.8343195266272,0.01014122905027933,Medium
21618429,900000.0,85737,-110.988264,32.401924,0.89,9201.25,2002-01-01,4,4.0,4023.0,4.0,"Dishwasher, Freezer, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",45.0,223.71364653243847,0.01022361111111111,Low
21304517,900000.0,85718,-110.916513,32.334921,0.79,7333.0,1995-01-01,4,4.0,4201.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile, Wood",55.0,214.23470602237563,0.008147777777777778,Low
21614287,917000.0,85755,-110.980865,32.42746,1.08,9929.77,2005-01-01,4,4.0,4080.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Natural Stone, Wood",84.0,224.7549019607843,0.010828538713195203,Low
21329846,936900.0,85718,-110.943425,32.30277,1.03,9393.5,2002-01-01,5,5.0,5756.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Oven",4.0,"Carpet, Ceramic Tile, Concrete, Other",0.0,162.76928422515635,0.010026150069377735,No HOA
21712716,900000.0,85718,-110.90554,32.32585,0.87,7639.38,1999-01-01,4,4.0,3564.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: Stainless",3.0,"Carpet, Natural Stone",6.0,252.5252525252525,0.0084882,Low
21427641,895000.0,85755,-110.974931,32.45971,0.66,2982.17,2014-01-01,3,4.0,3360.0,3.0,"Dishwasher, Garbage Disposal, Microwave, Oven",1.0,Carpet,167.0,266.3690476190476,0.0033320335195530727,Medium
21401275,900000.0,85718,-110.93502,32.2988,1.53,5220.13,1988-01-01,5,3.0,3787.0,2.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete, Natural Stone, Wood",5.0,237.65513599155003,0.005800144444444445,Low
